Commodity;Classification;Grade;Sex;Market;Wholesale;Retail;Supply Volume;County;Date
Dry Maize;White Maize;-;-;Chuka;32.67/Kg;40.00/Kg;360;Tharaka-Nithi;2021-10-15
Dry Maize;Mixed-Traditional ;-;-;Illbissil Food Market;37.78/Kg;50.00/Kg;1000;Kajiado;2021-10-15
Dry Maize;White Maize;-;-;Amukura; - ;35.00/Kg;1600;Busia;2021-10-15
Dry Maize;White Maize;-;-;Ngurubani Market;25.00/Kg;31.00/Kg;4500;Kirinyaga;2021-10-15
Dry Maize;Mixed-Traditional ;-;-;Diani Market;35.00/Kg;40.00/Kg;4000;Kwale;2021-10-15
Dry Maize;Mixed-Traditional ;-;-;Rhamu Market;56.00/Kg;65.00/Kg;800;Mandera;2021-10-15
Dry Maize;Mixed-Traditional ;-;-;Kasikeu;0.33/Kg;0.39/Kg;4200;Makueni;2021-10-15
Dry Maize;Mixed-Traditional ;-;-;Lungalunga;35.56/Kg;65.00/Kg;100000;Kwale;2021-10-15
Dry Maize;White Maize;-;-;Daraja Mbili;27.78/Kg;30.00/Kg;6000;Kisii;2021-10-14
Dry Maize;White Maize;-;-;Mogogosiek Market;30.00/Kg;40.91/Kg;9900;Bomet;2021-10-14
Dry Maize;White Maize;-;-;Runyenjes;31.11/Kg;35.00/Kg;20200;Embu;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Kaare;30.00/Kg;30.00/Kg;3700;Tharaka-Nithi;2021-10-14
Dry Maize;White Maize;-;-;Kabiyet Market;50.00/Kg;60.00/Kg;7000;Nandi;2021-10-14
Dry Maize;White Maize;-;-;Kericho Town;40.00/Kg;50.00/Kg;3600;Kericho;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Marikiti; - ;40.00/Kg;;Mombasa;2021-10-14
Dry Maize;White Maize;-;-;Katito;33.33/Kg;40.00/Kg;3000;Kisumu;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Kiserian crops market;33.33/Kg;50.00/Kg;2000;Kajiado;2021-10-14
Dry Maize;White Maize;-;-;Flax;30.00/Kg;36.00/Kg;720;Elgeyo-Marakwet;2021-10-14
Dry Maize;White Maize;-;-;Kaanwa;25.00/Kg;30.00/Kg;800;Tharaka-Nithi;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Kaanwa;30.00/Kg;40.00/Kg;200;Tharaka-Nithi;2021-10-14
Dry Maize;White Maize;-;-;Aram;31.11/Kg;36.92/Kg;13500;Siaya;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Aram;31.11/Kg;36.92/Kg;4800;Siaya;2021-10-14
Dry Maize;White Maize;-;-;Mabera;25.93/Kg;27.78/Kg;1800;Migori;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Chepareria;27.78/Kg;31.25/Kg;108000;West-Pokot;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Chepareria;27.78/Kg;31.25/Kg;12000;West-Pokot;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Nakuru Top Market;27.78/Kg;30.00/Kg;90;Nakuru;2021-10-14
Dry Maize;White Maize;-;-;Kipkaren;40.00/Kg;42.50/Kg;300;Kakamega;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Kabati Kitui;30.00/Kg;30.00/Kg;900;Kitui;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Kinango;27.78/Kg;40.00/Kg;8100;Kwale;2021-10-14
Dry Maize;White Maize;-;-;Makupa Majengo;40.00/Kg;55.00/Kg;180;Mombasa;2021-10-14
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;40.00/Kg;45.00/Kg;180;Nakuru;2021-10-14
Dry Maize;White Maize;-;-;Nakuru Wakulima;28.89/Kg;35.00/Kg;2700;Nakuru;2021-10-14
Dry Maize;-;-;-;Nakuru Wakulima;136.00/Kg;150.00/Kg;2500;Nakuru;2021-10-14
Dry Maize;White Maize;-;-;Ortum;35.00/Kg;40.00/Kg;45000;West-Pokot;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Keroka;32.22/Kg;32.00/Kg;500;Nyamira;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Rhamu Market;56.00/Kg;60.00/Kg;1000;Mandera;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Kiritiri;50.00/Kg;100.00/Kg;5800;Embu;2021-10-14
Dry Maize;White Maize;-;-;Kiritiri;30.00/Kg;80.00/Kg;8900;Embu;2021-10-14
Dry Maize;White Maize;-;-;Kangari;33.33/Kg;35.00/Kg;;Muranga;2021-10-14
Dry Maize;White Maize;-;-;Kutus;30.00/Kg;37.21/Kg;5400;Kirinyaga;2021-10-14
Dry Maize;White Maize;-;-;Takaba Market;40.00/Kg;50.00/Kg;6000;Mandera;2021-10-14
Dry Maize;White Maize;-;-;Wangige;34.44/Kg;50.00/Kg;4400;Kiambu;2021-10-14
Dry Maize;White Maize;-;-;Elwak Market;46.00/Kg;55.00/Kg;2100;Mandera;2021-10-14
Dry Maize;Mixed-Traditional ;-;-;Isiolo Fresh Produce;31.11/Kg;35.00/Kg;3000;Isiolo;2021-10-14
Dry Maize;White Maize;-;-;Kabarnet; - ;35.00/Kg;;Baringo;2021-10-14
Dry Maize;White Maize;-;-;Garissa Soko Mugdi;56.00/Kg;80.00/Kg;20000;Garissa;2021-10-14
Dry Maize;Yellow Maize;-;-;Ndhiwa;30.00/Kg;32.50/Kg;5000;Homa-bay;2021-10-14
Dry Maize;White Maize;-;-;Ndhiwa;32.50/Kg;35.00/Kg;10000;Homa-bay;2021-10-14
Dry Maize;White Maize;-;-;Webuye town;25.00/Kg;30.00/Kg;4500;Bungoma;2021-10-13
Dry Maize;White Maize;-;-;Chepterit Market - Nandi;35.00/Kg;45.00/Kg;900;Nandi;2021-10-13
Dry Maize;White Maize;-;-;Homabay Soko Mjinga;24.44/Kg;35.00/Kg;1500;Homa-bay;2021-10-13
Dry Maize;White Maize;-;-;Homabay Soko Mjinga;24.44/Kg;35.00/Kg;1500;Homa-bay;2021-10-13
Dry Maize;White Maize;-;-;Miruka;20.00/Kg;29.17/Kg;18000;Nyamira;2021-10-13
Dry Maize;Yellow Maize;-;-;Miruka; - ;36.96/Kg;900;Nyamira;2021-10-13
Dry Maize;Mixed-Traditional ;-;-;Makupa Majengo;40.00/Kg;55.00/Kg;500;Mombasa;2021-10-13
Dry Maize;Yellow Maize;-;-;Suneka;32.61/Kg;28.78/Kg;276;Kisii;2021-10-13
Dry Maize;White Maize;-;-;Suneka;29.17/Kg;30.61/Kg;3840;Kisii;2021-10-13
Dry Maize;White Maize;-;-;Mowlem Market;22.22/Kg;29.17/Kg;900;Trans-Nzoia;2021-10-13
Dry Maize;White Maize;-;-;Chaka;32.22/Kg;40.00/Kg;1800;Nyeri;2021-10-13
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;40.00/Kg;45.00/Kg;180;Nakuru;2021-10-13
Dry Maize;White Maize;-;-;Nakuru Wakulima;28.89/Kg;35.00/Kg;2700;Nakuru;2021-10-13
Dry Maize;-;-;-;Nakuru Wakulima;136.00/Kg;150.00/Kg;2500;Nakuru;2021-10-13
Dry Maize;White Maize;-;-;Nyamakima;34.00/Kg;45.00/Kg;20000;Nairobi;2021-10-13
Dry Maize;White Maize;-;-;Mwingi Town;31.11/Kg;35.00/Kg;20000;Kitui;2021-10-13
Dry Maize;White Maize;-;-;Nanyuki Open Air Market;33.33/Kg;50.00/Kg;2500;Laikipia;2021-10-13
Dry Maize;Mixed-Traditional ;-;-;Kajiado Market;38.89/Kg;50.00/Kg;4000;Kajiado;2021-10-13
Dry Maize;White Maize;-;-;Kapkatet;28.89/Kg;30.43/Kg;13500;Kericho;2021-10-13
Dry Maize;White Maize;-;-;Serem - Nandi;29.17/Kg;27.08/Kg;12000;Nandi;2021-10-13
Dry Maize;Yellow Maize;-;-;Cheptiret - Uasin Gishu;28.00/Kg;32.00/Kg;500;Uasin-Gishu;2021-10-13
Dry Maize;White Maize;-;-;Cheptiret - Uasin Gishu;32.00/Kg;36.00/Kg;2000;Uasin-Gishu;2021-10-13
Dry Maize;Mixed-Traditional ;-;-;Mpeketoni;40.00/Kg;60.00/Kg;4200;Lamu;2021-10-13
Dry Maize;White Maize;-;-;Mukuyu Market;33.33/Kg;50.00/Kg;;Muranga;2021-10-13
Dry Maize;Mixed-Traditional ;-;-;Diani Market;35.00/Kg;40.00/Kg;4000;Kwale;2021-10-13
Dry Maize;White Maize;-;-;Kapsowar;35.00/Kg;45.00/Kg;2700;Elgeyo-Marakwet;2021-10-13
Dry Maize;White Maize;-;-;Muhoroni;40.00/Kg;45.00/Kg;5000;Kisumu;2021-10-13
Dry Maize;Mixed-Traditional ;-;-;Orolwo;15.00/Kg;20.00/Kg;1200;West-Pokot;2021-10-12
Dry Maize;White Maize;-;-;Ugunja;24.44/Kg;35.00/Kg;5400;Siaya;2021-10-12
Dry Maize;Yellow Maize;-;-;Nyakoe;28.89/Kg;28.00/Kg;400;Kisii;2021-10-12
Dry Maize;White Maize;-;-;Nyakoe;25.56/Kg;28.00/Kg;8000;Kisii;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Mbale;26.67/Kg;33.33/Kg;153540;Vihiga;2021-10-12
Dry Maize;White Maize;-;-;Bondo;29.44/Kg;35.00/Kg;21000;Siaya;2021-10-12
Dry Maize;White Maize;-;-;Maua;31.11/Kg;40.00/Kg;72000;Meru;2021-10-12
Dry Maize;White Maize;-;-;Cheptulu;33.33/Kg;40.00/Kg;3000;Vihiga;2021-10-12
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;40.00/Kg;45.00/Kg;0;Nakuru;2021-10-12
Dry Maize;White Maize;-;-;Nakuru Wakulima;28.89/Kg;35.00/Kg;0;Nakuru;2021-10-12
Dry Maize;-;-;-;Nakuru Wakulima;136.00/Kg;150.00/Kg;0;Nakuru;2021-10-12
Dry Maize;White Maize;-;-;Amukura; - ;35.00/Kg;1800;Busia;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Amukura; - ;35.00/Kg;200;Busia;2021-10-12
Dry Maize;White Maize;-;-;Kapsabet Market;40.00/Kg;36.00/Kg;21000;Nandi;2021-10-12
Dry Maize;White Maize;-;-;Holo;40.00/Kg;50.00/Kg;15000;Kisumu;2021-10-12
Dry Maize;White Maize;-;-;Athi River Open air Market;33.33/Kg;40.00/Kg;1800;Machakos;2021-10-12
Dry Maize;White Maize;-;-;Ahero;37.50/Kg;40.00/Kg;4500;Kisumu;2021-10-12
Dry Maize;White Maize;-;-;Naivasha Market;30.00/Kg;40.00/Kg;;Nakuru;2021-10-12
Dry Maize;White Maize;-;-;Kathonzweni;28.00/Kg;30.00/Kg;5400;Makueni;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Kapkwen;31.67/Kg;50.00/Kg;43200;Bomet;2021-10-12
Dry Maize;White Maize;-;-;Chuka;31.11/Kg;40.00/Kg;900;Tharaka-Nithi;2021-10-12
Dry Maize;White Maize;-;-;Stadium - Kitale;25.56/Kg;35.00/Kg;;Trans-Nzoia;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Kirwara Market; - ;40.00/Kg;45;Muranga;2021-10-12
Dry Maize;White Maize;-;-;Kangemi Market;30.00/Kg;45.00/Kg;;Nairobi;2021-10-12
Dry Maize;White Maize;-;-;Kitengela;35.56/Kg;45.00/Kg;25000;Kajiado;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Oldonyiro;4300.00/Kg;70.00/Kg;900;Isiolo;2021-10-12
Dry Maize;White Maize;-;-;Kimana Crops market;35.00/Kg;40.00/Kg;3700;Kajiado;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Tala Centre Market;27.00/Kg;35.00/Kg;40000;Machakos;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Lungalunga;35.56/Kg;65.00/Kg;400000;Kwale;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Eldoret Main;75.00/Kg;90.00/Kg;100000;Uasin-Gishu;2021-10-12
Dry Maize;White Maize;-;-;Ngurubani Market;25.56/Kg;31.00/Kg;4000;Kirinyaga;2021-10-12
Dry Maize;Mixed-Traditional ;-;-;Diani Market;35.00/Kg;40.00/Kg;4000;Kwale;2021-10-11
Dry Maize;White Maize;-;-;Chwele;22.22/Kg;30.00/Kg;9000;Bungoma;2021-10-11
Dry Maize;White Maize;-;-;Eldoret Main;40.00/Kg;45.00/Kg;500;Uasin-Gishu;2021-10-11
Dry Maize;Mixed-Traditional ;-;-;Marindi; - ;46.51/Kg;1800;Migori;2021-10-11
Dry Maize;White Maize;-;-;Kaanwa;25.00/Kg;30.00/Kg;600;Tharaka-Nithi;2021-10-11
Dry Maize;White Maize;-;-;Aram;31.67/Kg;36.92/Kg;16200;Siaya;2021-10-11
Dry Maize;Mixed-Traditional ;-;-;Aram;31.11/Kg;36.92/Kg;6000;Siaya;2021-10-11
Dry Maize;White Maize;-;-;Luanda;30.00/Kg;30.00/Kg;9000;Vihiga;2021-10-11
Dry Maize;White Maize;-;-;Akala;30.00/Kg;35.00/Kg;5000;Siaya;2021-10-11
Dry Maize;White Maize;-;-;Chebunyo;31.11/Kg;35.42/Kg;97200;Bomet;2021-10-11
Dry Maize;Mixed-Traditional ;-;-;Machakos Main Market;33.33/Kg;40.00/Kg;;Machakos;2021-10-11
Dry Maize;White Maize;-;-;Masii Crops;30.00/Kg;35.00/Kg;27000;Machakos;2021-10-11
Dry Maize;Mixed-Traditional ;-;-;Garissa Soko Mugdi;56.00/Kg;80.00/Kg;30000;Garissa;2021-10-11
Dry Maize;Mixed-Traditional ;-;-;Othaya;33.33/Kg;40.00/Kg;8100;Nyeri;2021-10-11
Dry Maize;White Maize;-;-;Marigat;30.00/Kg;35.00/Kg;14000;Baringo;2021-10-11
Dry Maize;White Maize;-;-;Kabarnet;33.33/Kg;35.00/Kg;4950;Baringo;2021-10-11
Dry Maize;White Maize;-;-;Ikonge;23.33/Kg;33.33/Kg;67000;Nyamira;2021-10-10
Dry Maize;White Maize;-;-;Mabera; - ;27.78/Kg;360;Migori;2021-10-10
Dry Maize;Yellow Maize;-;-;Kibuye;44.44/Kg;50.00/Kg;;Kisumu;2021-10-10
Dry Maize;-;-;-;Kibuye; - ;170.00/Kg;;Kisumu;2021-10-10
Dry Maize;White Maize;-;-;Kibuye;40.00/Kg;45.00/Kg;;Kisumu;2021-10-10
Dry Maize;-;-;-;Kibuye; - ;170.00/Kg;;Kisumu;2021-10-10
Dry Maize;Mixed-Traditional ;-;-;Kibuye;31.11/Kg;35.00/Kg;;Kisumu;2021-10-10
Dry Maize;White Maize;-;-;Malimili Livestock Market;28.89/Kg;32.00/Kg;9500;Kakamega;2021-10-10
Dry Maize;Mixed-Traditional ;-;-;Kibiok;32.50/Kg;37.50/Kg;16000;Nandi;2021-10-10
Dry Maize;White Maize;-;-;Muhoroni;40.00/Kg;45.00/Kg;6000;Kisumu;2021-10-10
Dry Maize;White Maize;-;-;Kasuku;28.89/Kg;40.00/Kg;90;Nyandarua;2021-10-10
Dry Maize;Mixed-Traditional ;-;-;Lokiriama Livestock Market;0.35/Kg;100.00/Kg;2000;Turkana;2021-10-09
Dry Maize;White Maize;-;-;Bura market;40.00/Kg;45.00/Kg;45000;Tana-River;2021-10-09
Dry Maize;Mixed-Traditional ;-;-;Mpeketoni;40.00/Kg;60.00/Kg;4500;Lamu;2021-10-09
Dry Maize;White Maize;-;-;Runyenjes;30.00/Kg;30.00/Kg;32850;Embu;2021-10-09
Dry Maize;Mixed-Traditional ;-;-;Lomut;35.56/Kg;45.00/Kg;20000;West-Pokot;2021-10-09
Dry Maize;White Maize;-;-;Nanyuki Open Air Market;33.33/Kg;50.00/Kg;2500;Laikipia;2021-10-09
Dry Maize;White Maize;-;-;Kapsabet Market;40.00/Kg;36.00/Kg;1700;Nandi;2021-10-09
Dry Maize;White Maize;-;-;Embu Town;31.11/Kg;40.00/Kg;2500;Embu;2021-10-09
Dry Maize;White Maize;-;-;Ngurubani Market;25.00/Kg;31.00/Kg;4000;Kirinyaga;2021-10-08
Dry Maize;White Maize;-;-;Awendo; - ;40.00/Kg;7500;Migori;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Marikiti; - ;30.00/Kg;;Mombasa;2021-10-08
Dry Maize;White Maize;-;-;Nyangusu;31.11/Kg;32.00/Kg;1800;Kisii;2021-10-08
Dry Maize;White Maize;-;-;Amukura; - ;32.50/Kg;1300;Busia;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Diani Market;35.00/Kg;40.00/Kg;4000;Kwale;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Sikhendu;24.44/Kg;31.11/Kg;360;Trans-Nzoia;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Illbissil Food Market;37.78/Kg;50.00/Kg;700;Kajiado;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Bondo;30.00/Kg;35.00/Kg;36000;Siaya;2021-10-08
Dry Maize;White Maize;-;-;Muthurwa;30.00/Kg;40.00/Kg;7200;Narok;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Maralal livestock market;32.22/Kg;50.00/Kg;90;Samburu;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Kilingili;27.78/Kg;30.00/Kg;12000;Vihiga;2021-10-08
Dry Maize;White Maize;-;-;Siakago;30.00/Kg;35.00/Kg;8000;Embu;2021-10-08
Dry Maize;White Maize;-;-;Kimumu;30.00/Kg;45.00/Kg;6300;Uasin-Gishu;2021-10-08
Dry Maize;White Maize;-;-;Makutano West Pokot;30.00/Kg;36.00/Kg;;West-Pokot;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Gakoromone;30.00/Kg;4.00/Kg;6000;Meru;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Tala Centre Market;27.00/Kg;35.00/Kg;41300;Machakos;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Machakos Main Market;33.33/Kg;40.00/Kg;;Machakos;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Sibanga;3600.00/Kg;3600.00/Kg;3600;Trans-Nzoia;2021-10-08
Dry Maize;White Maize;-;-;Naivasha Market;30.00/Kg;40.00/Kg;;Nakuru;2021-10-08
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;40.00/Kg;45.00/Kg;0;Nakuru;2021-10-08
Dry Maize;White Maize;-;-;Nakuru Wakulima;28.89/Kg;35.00/Kg;0;Nakuru;2021-10-08
Dry Maize;-;-;-;Nakuru Wakulima;136.00/Kg;150.00/Kg;0;Nakuru;2021-10-08
Dry Maize;White Maize;-;-;Nyeri open air;35.56/Kg;45.00/Kg;9000;Nyeri;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Marindi; - ;46.51/Kg;5900;Migori;2021-10-08
Dry Maize;Mixed-Traditional ;-;-;Kasikeu;0.33/Kg;0.39/Kg;5000;Makueni;2021-10-08
Dry Maize;White Maize;-;-;Emali Market;28.89/Kg;40.00/Kg;15000;Makueni;2021-10-08
Dry Maize;Yellow Maize;-;-;Daraja Mbili;28.89/Kg;34.00/Kg;400;Kisii;2021-10-07
Dry Maize;White Maize;-;-;Daraja Mbili;26.67/Kg;30.00/Kg;6000;Kisii;2021-10-07
Dry Maize;Mixed-Traditional ;-;-;Kaare;30.00/Kg;30.00/Kg;1800;Tharaka-Nithi;2021-10-07
Dry Maize;White Maize;-;-;Kaanwa;27.50/Kg;32.50/Kg;500;Tharaka-Nithi;2021-10-07
Dry Maize;Mixed-Traditional ;-;-;Kiserian crops market;38.89/Kg;50.00/Kg;90;Kajiado;2021-10-07
Dry Maize;White Maize;-;-;Eldama Ravine;31.11/Kg;34.48/Kg;;Baringo;2021-10-07
Dry Maize;White Maize;-;-;Aram;30.00/Kg;36.92/Kg;17640;Siaya;2021-10-07
Dry Maize;Mixed-Traditional ;-;-;Aram;31.11/Kg;36.92/Kg;4500;Siaya;2021-10-07
Dry Maize;White Maize;-;-;Flax;30.00/Kg;32.00/Kg;720;Elgeyo-Marakwet;2021-10-07
Dry Maize;White Maize;-;-;Kapkayo;27.78/Kg;31.11/Kg;10800;Elgeyo-Marakwet;2021-10-07
Dry Maize;White Maize;-;-;Katito;33.33/Kg;40.00/Kg;2500;Kisumu;2021-10-07
Dry Maize;White Maize;-;-;Kimilili town;30.00/Kg;35.00/Kg;1000;Bungoma;2021-10-07
Dry Maize;Mixed-Traditional ;-;-;Kinango;27.78/Kg;40.00/Kg;6480;Kwale;2021-10-07
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;40.00/Kg;45.00/Kg;0;Nakuru;2021-10-07
Dry Maize;White Maize;-;-;Kapkayo;0.28/Kg;0.31/Kg;10800;Elgeyo-Marakwet;2021-10-07
Dry Maize;White Maize;-;-;Nakuru Wakulima;28.89/Kg;35.00/Kg;3600;Nakuru;2021-10-07
Dry Maize;-;-;-;Nakuru Wakulima;136.00/Kg;150.00/Kg;0;Nakuru;2021-10-07
Dry Maize;White Maize;-;-;Kabiyet Market;60.00/Kg;70.00/Kg;9000;Nandi;2021-10-07
Dry Maize;White Maize;-;-;Eldoret Main;40.00/Kg;45.00/Kg;500;Uasin-Gishu;2021-10-07
Dry Maize;White Maize;-;-;Kangari;33.33/Kg; - ;;Muranga;2021-10-07
Dry Maize;White Maize;-;-;Kutus;30.00/Kg;37.21/Kg;900;Kirinyaga;2021-10-07
Dry Maize;White Maize;-;-;Masii Crops;30.00/Kg;35.00/Kg;36000;Machakos;2021-10-07
Dry Maize;Mixed-Traditional ;-;-;Chepareria;27.78/Kg;31.25/Kg;81000;West-Pokot;2021-10-07
Dry Maize;White Maize;-;-;Kiritiri;30.00/Kg;40.00/Kg;23600;Embu;2021-10-07
