Commodity;Classification;Grade;Sex;Market;Wholesale;Retail;Supply Volume;County;Date
Dry Maize;Mixed-Traditional ;-;-;Mwangulu;36.00/Kg;40.00/Kg;500;Kwale;2022-03-14
Dry Maize;White Maize;-;-;Chebunyo;36.67/Kg;50.00/Kg;32400;Bomet;2022-03-14
Dry Maize;Mixed-Traditional ;-;-;Marindi; - ;39.68/Kg;1800;Migori;2022-03-14
Dry Maize;Mixed-Traditional ;-;-;Eldoret Main;72.00/Kg;75.00/Kg;25000;Uasin-Gishu;2022-03-14
Dry Maize;White Maize;-;-;Nyakwere;40.00/Kg;45.00/Kg;21000;Homa-bay;2022-03-14
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;50.00/Kg;55.00/Kg;2790;Nakuru;2022-03-14
Dry Maize;-;-;-;Nakuru Wakulima;1.48/Kg;160.00/Kg;0;Nakuru;2022-03-14
Dry Maize;Mixed-Traditional ;-;-;Nakuru Wakulima;35.56/Kg;40.00/Kg;3600;Nakuru;2022-03-14
Dry Maize;White Maize;-;-;Kaanwa;25.00/Kg;30.00/Kg;500;Tharaka-Nithi;2022-03-14
Dry Maize;White Maize;-;-;Aram;36.67/Kg;41.53/Kg;23400;Siaya;2022-03-14
Dry Maize;Mixed-Traditional ;-;-;Aram;42.08/Kg;44.41/Kg;750;Siaya;2022-03-14
Dry Maize;White Maize;-;-;Busia Market;30.00/Kg;36.00/Kg;2700;Busia;2022-03-14
Dry Maize;White Maize;-;-;Kagio;33.30/Kg;40.00/Kg;900;Kirinyaga;2022-03-14
Dry Maize;White Maize;-;-;Kutus;35.56/Kg;42.61/Kg;7200;Kirinyaga;2022-03-14
Dry Maize;White Maize;-;-;Kiritiri;36.00/Kg;40.00/Kg;4600;Embu;2022-03-14
Dry Maize;Mixed-Traditional ;-;-;Kiritiri;36.00/Kg;40.00/Kg;6200;Embu;2022-03-14
Dry Maize;Mixed-Traditional ;-;-;Othaya;37.78/Kg;45.00/Kg;12600;Nyeri;2022-03-14
Dry Maize;White Maize;-;-;Makutano West Pokot;32.22/Kg;36.00/Kg;;West-Pokot;2022-03-14
Dry Maize;White Maize;-;-;Marigat;35.00/Kg;40.00/Kg;14000;Baringo;2022-03-14
Dry Maize;White Maize;-;-;Soko mpya;36.67/Kg;45.00/Kg;1200;Nyandarua;2022-03-14
Dry Maize;White Maize;-;-;Garissa Soko Mugdi;40.00/Kg;60.00/Kg;10000;Garissa;2022-03-14
Dry Maize;White Maize;-;-;Rhamu Market;52.00/Kg;70.00/Kg;1800;Mandera;2022-03-14
Dry Maize;White Maize;-;-;Takaba Market;46.00/Kg;60.00/Kg;6000;Mandera;2022-03-14
Dry Maize;Yellow Maize;-;-;Kibuye;44.44/Kg;50.00/Kg;;Kisumu;2022-03-13
Dry Maize;White Maize;-;-;Kibuye;44.44/Kg;42.50/Kg;;Kisumu;2022-03-13
Dry Maize;-;-;-;Kibuye; - ;175.00/Kg;;Kisumu;2022-03-13
Dry Maize;Mixed-Traditional ;-;-;Kibuye;27.78/Kg;30.00/Kg;;Kisumu;2022-03-13
Dry Maize;White Maize;-;-;Kibiok;40.00/Kg;42.50/Kg;9000;Nandi;2022-03-13
Dry Maize;White Maize;-;-;Mabera;32.00/Kg;36.00/Kg;5000;Migori;2022-03-13
Dry Maize;White Maize;-;-;Muhoroni;40.00/Kg;50.00/Kg;10000;Kisumu;2022-03-13
Dry Maize;White Maize;-;-;Kasuku;33.33/Kg;40.00/Kg;45;Nyandarua;2022-03-13
Dry Maize;Mixed-Traditional ;-;-;Lomut;44.44/Kg;55.00/Kg;16000;West-Pokot;2022-03-12
Dry Maize;Mixed-Traditional ;-;-;Mbale;35.56/Kg;47.22/Kg;120000;Vihiga;2022-03-12
Dry Maize;White Maize;-;-;Akala;27.78/Kg;45.00/Kg;35000;Siaya;2022-03-12
Dry Maize;White Maize;-;-;Athi River Open air Market;38.89/Kg;50.00/Kg;1170;Machakos;2022-03-12
Dry Maize;White Maize;-;-;Siaya; - ;40.48/Kg;;Siaya;2022-03-12
Dry Maize;Mixed-Traditional ;-;-;Siaya; - ;38.64/Kg;;Siaya;2022-03-12
Dry Maize;White Maize;-;-;Embu Town;36.67/Kg;11.25/Kg;3500;Embu;2022-03-12
Dry Maize;Mixed-Traditional ;-;-;Samburu;35.00/Kg;47.00/Kg;900;Kwale;2022-03-12
Dry Maize;White Maize;-;-;Ugunja;28.89/Kg;42.50/Kg;;Siaya;2022-03-11
Dry Maize;White Maize;-;-;Bondo;35.56/Kg;40.00/Kg;28000;Siaya;2022-03-11
Dry Maize;White Maize;-;-;Ngurubani Market;33.33/Kg;40.00/Kg;5000;Kirinyaga;2022-03-11
Dry Maize;White Maize;-;-;Muthurwa;32.89/Kg;36.00/Kg;7200;Narok;2022-03-11
Dry Maize;White Maize;-;-;Mogogosiek Market;31.11/Kg;45.00/Kg;9000;Bomet;2022-03-11
Dry Maize;Mixed-Traditional ;-;-;Eldoret Main;72.00/Kg;74.00/Kg;25000;Uasin-Gishu;2022-03-11
Dry Maize;Mixed-Traditional ;-;-;Kilingili;33.33/Kg;41.67/Kg;70000;Vihiga;2022-03-11
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;44.44/Kg;50.00/Kg;0;Nakuru;2022-03-11
Dry Maize;White Maize;-;-;Nakuru Wakulima;34.44/Kg;40.00/Kg;0;Nakuru;2022-03-11
Dry Maize;-;-;-;Nakuru Wakulima;148.00/Kg;160.00/Kg;0;Nakuru;2022-03-11
Dry Maize;Mixed-Traditional ;-;-;Ilbissil Livestock Market;55.56/Kg;50.00/Kg;1500;Kajiado;2022-03-11
Dry Maize;White Maize;-;-;Cheptulu; - ;45.00/Kg;2300;Vihiga;2022-03-11
Dry Maize;White Maize;-;-;Sibanga;33.33/Kg;42.50/Kg;900;Trans-Nzoia;2022-03-11
Dry Maize;Mixed-Traditional ;-;-;Machakos Main Market; - ;50.00/Kg;;Machakos;2022-03-11
Dry Maize;White Maize;-;-;Makutano West Pokot;32.22/Kg;36.00/Kg;;West-Pokot;2022-03-11
Dry Maize;White Maize;-;-;NgareMare Livestock Market;2.00/Kg;60.00/Kg;270;Isiolo;2022-03-11
Dry Maize;White Maize;-;-;Marigat;35.00/Kg;40.00/Kg;14000;Baringo;2022-03-11
Dry Maize;White Maize;-;-;Takaba Market;46.00/Kg;60.00/Kg;4000;Mandera;2022-03-11
Dry Maize;Mixed-Traditional ;-;-;Chuka;33.33/Kg;45.00/Kg;4500;Tharaka-Nithi;2022-03-11
Dry Maize;White Maize;-;-;Elwak Market;48.00/Kg;60.00/Kg;2450;Mandera;2022-03-11
Dry Maize;White Maize;-;-;Elwak Market;48.00/Kg;60.00/Kg;2450;Mandera;2022-03-11
Dry Maize;White Maize;-;-;Soko mpya;36.67/Kg;45.00/Kg;800;Nyandarua;2022-03-11
Dry Maize;White Maize;-;-;Isiolo Fresh Produce;25.56/Kg;50.00/Kg;10000;Isiolo;2022-03-11
Dry Maize;Mixed-Traditional ;-;-;Tala Centre Market;31.33/Kg;40.00/Kg;20400;Machakos;2022-03-11
Dry Maize;Yellow Maize;-;-;Daraja Mbili;31.11/Kg;48.00/Kg;200;Kisii;2022-03-10
Dry Maize;White Maize;-;-;Daraja Mbili;28.89/Kg;40.00/Kg;4000;Kisii;2022-03-10
Dry Maize;White Maize;-;-;Tseikuru;37.78/Kg;40.00/Kg;30000;Kitui;2022-03-10
Dry Maize;White Maize;-;-;Nyeri open air;37.22/Kg;50.00/Kg;6300;Nyeri;2022-03-10
Dry Maize;White Maize;-;-;Flax;75.00/Kg;80.00/Kg;180;Elgeyo-Marakwet;2022-03-10
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;44.44/Kg;50.00/Kg;0;Nakuru;2022-03-10
Dry Maize;White Maize;-;-;Nakuru Wakulima;34.44/Kg;40.00/Kg;900;Nakuru;2022-03-10
Dry Maize;-;-;-;Nakuru Wakulima;148.00/Kg;160.00/Kg;0;Nakuru;2022-03-10
Dry Maize;White Maize;-;-;Kangemi Market;32.00/Kg;25.00/Kg;;Nairobi;2022-03-10
Dry Maize;Mixed-Traditional ;-;-;Kinango;46.67/Kg;50.00/Kg;5800;Kwale;2022-03-10
Dry Maize;Mixed-Traditional ;-;-;Chepareria;31.00/Kg;30.00/Kg;72000;West-Pokot;2022-03-10
Dry Maize;Mixed-Traditional ;-;-;Kiserian crops market;38.89/Kg;50.00/Kg;1000;Kajiado;2022-03-10
Dry Maize;Yellow Maize;-;-;Aram;35.70/Kg;37.80/Kg;450;Siaya;2022-03-10
Dry Maize;White Maize;-;-;Aram;36.67/Kg;41.53/Kg;23850;Siaya;2022-03-10
Dry Maize;Mixed-Traditional ;-;-;Aram;39.74/Kg;42.08/Kg;2250;Siaya;2022-03-10
Dry Maize;White Maize;-;-;Kaanwa;25.00/Kg;27.50/Kg;500;Tharaka-Nithi;2022-03-10
Dry Maize;White Maize;-;-;Katito;35.56/Kg;45.00/Kg;4000;Kisumu;2022-03-10
Dry Maize;White Maize;-;-;Cheptiret - Uasin Gishu;28.00/Kg;32.00/Kg;2000;Uasin-Gishu;2022-03-10
Dry Maize;Mixed-Traditional ;-;-;Cheptiret - Uasin Gishu;32.00/Kg;36.00/Kg;1000;Uasin-Gishu;2022-03-10
Dry Maize;Mixed-Traditional ;-;-;Kiritiri;40.00/Kg;45.00/Kg;5290;Embu;2022-03-10
Dry Maize;White Maize;-;-;Eldama Ravine;28.89/Kg;32.00/Kg;450;Baringo;2022-03-10
Dry Maize;White Maize;-;-;Garissa Soko Mugdi;40.00/Kg;60.00/Kg;10000;Garissa;2022-03-10
Dry Maize;Mixed-Traditional ;-;-;Eldoret Main;71.00/Kg;76.00/Kg;3000;Uasin-Gishu;2022-03-10
Dry Maize;Mixed-Traditional ;-;-;Mwatate;37.78/Kg;45.00/Kg;1250;Taita-Taveta;2022-03-09
Dry Maize;White Maize;-;-;Ortum;31.11/Kg;36.00/Kg;3600;West-Pokot;2022-03-09
Dry Maize;Mixed-Traditional ;-;-;Diani Market;40.00/Kg;55.00/Kg;3000;Kwale;2022-03-09
Dry Maize;Mixed-Traditional ;-;-;Eldoret Main;72.00/Kg;76.00/Kg;3000;Uasin-Gishu;2022-03-09
Dry Maize;Mixed-Traditional ;-;-;Akala;28.89/Kg;35.00/Kg;5000;Siaya;2022-03-09
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;44.44/Kg;50.00/Kg;0;Nakuru;2022-03-09
Dry Maize;White Maize;-;-;Nakuru Wakulima;34.44/Kg;40.00/Kg;3330;Nakuru;2022-03-09
Dry Maize;-;-;-;Nakuru Wakulima;148.00/Kg;160.00/Kg;0;Nakuru;2022-03-09
Dry Maize;White Maize;-;-;Mwingi Town;37.78/Kg;40.00/Kg;27000;Kitui;2022-03-09
Dry Maize;White Maize;-;-;Chaka;38.89/Kg;45.00/Kg;2500;Nyeri;2022-03-09
Dry Maize;White Maize;-;-;Kapcherop;28.89/Kg;37.50/Kg;6750;Elgeyo-Marakwet;2022-03-09
Dry Maize;White Maize;-;-;Kangeta;31.11/Kg;40.00/Kg;1800;Meru;2022-03-09
Dry Maize;White Maize;-;-;Siaya; - ;36.96/Kg;;Siaya;2022-03-09
Dry Maize;Mixed-Traditional ;-;-;Siaya; - ;38.64/Kg;;Siaya;2022-03-09
Dry Maize;White Maize;-;-;Soko mpya;36.67/Kg;45.00/Kg;720;Nyandarua;2022-03-09
Dry Maize;White Maize;-;-;Engineer;33.33/Kg;100.00/Kg;5000;Nyandarua;2022-03-09
Dry Maize;Mixed-Traditional ;-;-;Mpeketoni;50.00/Kg;60.00/Kg;600;Lamu;2022-03-09
Dry Maize;White Maize;-;-;Embu Town;36.67/Kg;45.00/Kg;2000;Embu;2022-03-09
Dry Maize;White Maize;-;-;Takaba Market;46.00/Kg;60.00/Kg;6000;Mandera;2022-03-09
Dry Maize;White Maize;-;-;Ugunja;33.00/Kg;42.50/Kg;;Siaya;2022-03-08
Dry Maize;White Maize;-;-;Mbale;0.03/Kg;47.22/Kg;122000;Vihiga;2022-03-08
Dry Maize;White Maize;-;-;Bondo;34.44/Kg;40.00/Kg;38000;Siaya;2022-03-08
Dry Maize;Mixed-Traditional ;-;-;Kapkwen;34.44/Kg;50.00/Kg;60000;Bomet;2022-03-08
Dry Maize;White Maize;-;-;Chepseon;28.89/Kg;31.11/Kg;4500;Kericho;2022-03-08
Dry Maize;White Maize;-;-;Kapsabet Market;44.44/Kg;40.00/Kg;30000;Nandi;2022-03-08
Dry Maize;Mixed-Traditional ;-;-;Cheptulu; - ;42.50/Kg;2500;Vihiga;2022-03-08
Dry Maize;White Maize;-;-;Ahero;45.00/Kg;50.00/Kg;1000;Kisumu;2022-03-08
Dry Maize;Mixed-Traditional ;-;-;Ahero;45.00/Kg;50.00/Kg;400;Kisumu;2022-03-08
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;44.44/Kg;50.00/Kg;810;Nakuru;2022-03-08
Dry Maize;White Maize;-;-;Nakuru Wakulima;34.44/Kg;40.00/Kg;9000;Nakuru;2022-03-08
Dry Maize;-;-;-;Nakuru Wakulima;148.00/Kg;160.00/Kg;0;Nakuru;2022-03-08
Dry Maize;Mixed-Traditional ;-;-;Chuka;33.33/Kg;45.00/Kg;4500;Tharaka-Nithi;2022-03-08
Dry Maize;White Maize;-;-;Athi River Open air Market;38.89/Kg;50.00/Kg;900;Machakos;2022-03-08
Dry Maize;Mixed-Traditional ;-;-;Tala Centre Market;31.33/Kg;40.00/Kg;20000;Machakos;2022-03-08
Dry Maize;White Maize;-;-;Elwak Market;47.00/Kg;60.00/Kg;1350;Mandera;2022-03-08
Dry Maize;White Maize;-;-;Takaba Market;46.00/Kg;60.00/Kg;7000;Mandera;2022-03-08
Dry Maize;White Maize;-;-;Ngurubani Market;33.33/Kg;40.00/Kg;5000;Kirinyaga;2022-03-08
Dry Maize;Mixed-Traditional ;-;-;Eldoret Main;72.00/Kg;80.00/Kg;4100;Uasin-Gishu;2022-03-08
Dry Maize;Mixed-Traditional ;-;-;Chebunyo;36.11/Kg;50.00/Kg;43200;Bomet;2022-03-07
Dry Maize;White Maize;-;-;Mwangulu;38.00/Kg;40.00/Kg;1800;Kwale;2022-03-07
Dry Maize;White Maize;-;-;Kaare;30.00/Kg;30.00/Kg;2700;Tharaka-Nithi;2022-03-07
