Commodity;Classification;Grade;Sex;Market;Wholesale;Retail;Supply Volume;County;Date
Dry Maize;White Maize;-;-;Ahero;80.00/Kg;85.00/Kg;6000;Kisumu;2022-12-13
Dry Maize;White Maize;-;-;Ugunja;57.78/Kg;75.00/Kg;7500;Siaya;2022-12-13
Dry Maize;Yellow Maize;-;-;Wath Ong'er;76.00/Kg;80.00/Kg;1200;Migori;2022-12-13
Dry Maize;White Maize;-;-;Wath Ong'er;80.00/Kg;80.00/Kg;4000;Migori;2022-12-13
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;70.00/Kg;80.00/Kg;;Nakuru;2022-12-13
Dry Maize;White Maize;-;-;Nakuru Wakulima;60.00/Kg;65.00/Kg;;Nakuru;2022-12-13
Dry Maize;White Maize;-;-;Kabiyet Market;65.00/Kg;150.00/Kg;90000;Nandi;2022-12-13
Dry Maize;White Maize;-;-;Cheptulu; - ;75.00/Kg;1600;Vihiga;2022-12-13
Dry Maize;White Maize;-;-;Kerugoya;75.00/Kg;100.00/Kg;4000;Kirinyaga;2022-12-13
Dry Maize;White Maize;-;-;Nyamakima;70.00/Kg;80.00/Kg;;Nairobi;2022-12-13
Dry Maize;-;-;-;Nyamakima;172.00/Kg;200.00/Kg;;Nairobi;2022-12-13
Dry Maize;Yellow Maize;-;-;Nyamakima;94.44/Kg;110.00/Kg;;Nairobi;2022-12-13
Dry Maize;Mixed-Traditional ;-;-;Soko Mjinga Wajir;80.00/Kg;100.00/Kg;1800;Wajir;2022-12-13
Dry Maize;White Maize;-;-;Kapkwen;64.44/Kg;70.83/Kg;5400;Bomet;2022-12-13
Dry Maize;Mixed-Traditional ;-;-;Nkubu;66.67/Kg;70.00/Kg;900;Meru;2022-12-13
Dry Maize;Mixed-Traditional ;-;-;Chuka;62.22/Kg;90.00/Kg;1800;Tharaka-Nithi;2022-12-13
Dry Maize;White Maize;-;-;Eldoret Main;60.00/Kg;75.00/Kg;6300;Uasin-Gishu;2022-12-13
Dry Maize;Mixed-Traditional ;-;-;Kawangware;59.09/Kg;67.27/Kg;12000;Nairobi;2022-12-13
Dry Maize;Mixed-Traditional ;-;-;Tala Centre Market;64.44/Kg;80.00/Kg;6200;Machakos;2022-12-13
Dry Maize;Yellow Maize;-;-;Kibuye; - ;100.00/Kg;;Kisumu;2022-12-12
Dry Maize;White Maize;-;-;Kibuye;58.89/Kg;75.00/Kg;;Kisumu;2022-12-12
Dry Maize;White Maize;-;-;Sibanga;55.56/Kg;58.89/Kg;45000;Trans-Nzoia;2022-12-12
Dry Maize;White Maize;-;-;Chebunyo;57.22/Kg;100.00/Kg;54000;Bomet;2022-12-12
Dry Maize;White Maize;-;-;Eldama Ravine;53.33/Kg;60.00/Kg;1500;Baringo;2022-12-12
Dry Maize;Mixed-Traditional ;-;-;Diani Market;70.00/Kg;80.00/Kg;5000;Kwale;2022-12-12
Dry Maize;Mixed-Traditional ;-;-;Kagio;61.11/Kg;70.00/Kg;;Kirinyaga;2022-12-12
Dry Maize;-;-;-;Aram; - ;233.46/Kg;100;Siaya;2022-12-12
Dry Maize;White Maize;-;-;Aram;61.11/Kg;69.22/Kg;25200;Siaya;2022-12-12
Dry Maize;White Maize;-;-;Soko mpya;66.67/Kg;66.67/Kg;1400;Nyandarua;2022-12-12
Dry Maize;Mixed-Traditional ;-;-;Kawangware;60.00/Kg;65.45/Kg;10000;Nairobi;2022-12-12
Dry Maize;White Maize;-;-;Kutus;63.33/Kg;70.00/Kg;0;Kirinyaga;2022-12-12
Dry Maize;White Maize;-;-;Kangemi Market;65.56/Kg;80.00/Kg;;Nairobi;2022-12-12
Dry Maize;Mixed-Traditional ;-;-;Mabera; - ;80.00/Kg;6400;Migori;2022-12-11
Dry Maize;White Maize;-;-;Kasuku;66.67/Kg;75.00/Kg;90;Nyandarua;2022-12-11
Dry Maize;White Maize;-;-;Kiminini - Kitale;61.11/Kg;70.00/Kg;3000;Trans-Nzoia;2022-12-11
Dry Maize;Mixed-Traditional ;-;-;Kawangware;60.00/Kg;70.00/Kg;10000;Nairobi;2022-12-11
Dry Maize;White Maize;-;-;Muhoroni;75.00/Kg;85.00/Kg;2000;Kisumu;2022-12-11
Dry Maize;White Maize;-;-;Kibiok;53.33/Kg;55.56/Kg;1500;Nandi;2022-12-11
Dry Maize;-;-;-;Nyamakima;86.00/Kg;100.00/Kg;;Nairobi;2022-12-11
Dry Maize;White Maize;-;-;Kangemi Market;64.44/Kg; - ;;Nairobi;2022-12-11
Dry Maize;Mixed-Traditional ;-;-;Mois Bridge;45.00/Kg;70.00/Kg;9000;Uasin-Gishu;2022-12-11
Dry Maize;Mixed-Traditional ;-;-;Langas;85.00/Kg;100.00/Kg;3000;Uasin-Gishu;2022-12-11
Dry Maize;Mixed-Traditional ;-;-;Langas;75.00/Kg;90.00/Kg;3000;Uasin-Gishu;2022-12-11
Dry Maize;White Maize;-;-;Eldoret Main;90.00/Kg;100.00/Kg;6300;Uasin-Gishu;2022-12-11
Dry Maize;White Maize;-;-;Eldoret Main;50.00/Kg;65.00/Kg;2500;Uasin-Gishu;2022-12-11
Dry Maize;White Maize;-;-;Eldoret Main;60.00/Kg;75.00/Kg;6300;Uasin-Gishu;2022-12-11
Dry Maize;White Maize;-;-;Ugunja;57.78/Kg;75.00/Kg;6300;Siaya;2022-12-10
Dry Maize;Mixed-Traditional ;-;-;Ugunja;44.44/Kg;65.00/Kg;3600;Siaya;2022-12-10
Dry Maize;Mixed-Traditional ;-;-;Lomut;57.78/Kg;70.00/Kg;20000;West-Pokot;2022-12-10
Dry Maize;White Maize;-;-;Loitoktok Market;64.44/Kg;70.00/Kg;;Kajiado;2022-12-10
Dry Maize;White Maize;-;-;Kitengela;64.44/Kg;80.00/Kg;13000;Kajiado;2022-12-10
Dry Maize;Mixed-Traditional ;-;-;Siaya; - ;70.83/Kg;;Siaya;2022-12-10
Dry Maize;Mixed-Traditional ;-;-;Samburu;88.89/Kg;50.00/Kg;700;Kwale;2022-12-10
Dry Maize;Mixed-Traditional ;-;-;Kawangware;59.09/Kg;69.09/Kg;10000;Nairobi;2022-12-10
Dry Maize;White Maize;-;-;Akala;66.67/Kg;80.00/Kg;4000;Siaya;2022-12-10
Dry Maize;White Maize;-;-;Engineer;58.00/Kg;90.00/Kg;5000;Nyandarua;2022-12-10
Dry Maize;White Maize;-;-;Holo;80.00/Kg;90.00/Kg;16000;Kisumu;2022-12-09
Dry Maize;White Maize;-;-;Ngurubani Market;68.89/Kg;90.00/Kg;6000;Kirinyaga;2022-12-09
Dry Maize;White Maize;-;-;Bungoma town;58.33/Kg;68.18/Kg;10000;Bungoma;2022-12-09
Dry Maize;White Maize;-;-;Keumbu;70.83/Kg;75.00/Kg;3000;Kisii;2022-12-09
Dry Maize;White Maize;-;-;Serem - Vihiga;57.78/Kg;65.22/Kg;9000;Vihiga;2022-12-09
Dry Maize;Mixed-Traditional ;-;-;Tala Centre Market;64.44/Kg;80.00/Kg;6000;Machakos;2022-12-09
Dry Maize;White Maize;-;-;Cheptulu; - ;75.00/Kg;1700;Vihiga;2022-12-09
Dry Maize;White Maize;-;-;Makutano West Pokot;52.00/Kg;60.00/Kg;;West-Pokot;2022-12-09
Dry Maize;Yellow Maize;-;-;Nyamakima;100.00/Kg;120.00/Kg;;Nairobi;2022-12-09
Dry Maize;White Maize;-;-;Nyamakima;70.00/Kg;90.00/Kg;;Nairobi;2022-12-09
Dry Maize;White Maize;-;-;Soko mpya;66.67/Kg;66.67/Kg;560;Nyandarua;2022-12-09
Dry Maize;White Maize;-;-;Gakindu;63.33/Kg;68.18/Kg;2700;Nyeri;2022-12-09
Dry Maize;Mixed-Traditional ;-;-;Gakoromone;58.89/Kg;70.00/Kg;6000;Meru;2022-12-09
Dry Maize;Mixed-Traditional ;-;-;Iten;50.00/Kg;50.00/Kg;2700;Elgeyo-Marakwet;2022-12-09
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;70.00/Kg;80.00/Kg;;Nakuru;2022-12-09
Dry Maize;White Maize;-;-;Nakuru Wakulima;60.00/Kg;65.00/Kg;3780;Nakuru;2022-12-09
Dry Maize;Mixed-Traditional ;-;-;Kawangware;56.36/Kg;64.55/Kg;10000;Nairobi;2022-12-09
Dry Maize;Mixed-Traditional ;-;-;Chuka;62.22/Kg;90.00/Kg;1800;Tharaka-Nithi;2022-12-09
Dry Maize;White Maize;-;-;Kisasi;55.00/Kg;70.00/Kg;;Kitui;2022-12-09
Dry Maize;White Maize;-;-;NgareMare Livestock Market;50.00/Kg;80.00/Kg;90;Isiolo;2022-12-09
Dry Maize;White Maize;-;-;Chepsonoi Market;62.22/Kg;80.00/Kg;6500;Nandi;2022-12-09
Dry Maize;White Maize;-;-;Eldoret Main;55.00/Kg;75.00/Kg;6300;Uasin-Gishu;2022-12-09
Dry Maize;Mixed-Traditional ;-;-;Kimumu;60.00/Kg;90.00/Kg;36000;Uasin-Gishu;2022-12-09
Dry Maize;Mixed-Traditional ;-;-;Lungalunga;60.00/Kg;70.00/Kg;100000;Kwale;2022-12-09
Dry Maize;-;-;-;Kangemi Market;77.78/Kg;100.00/Kg;;Nairobi;2022-12-09
Dry Maize;Mixed-Traditional ;-;-;Diani Market;70.00/Kg;80.00/Kg;4000;Kwale;2022-12-08
Dry Maize;White Maize;-;-;Luanda;58.89/Kg;62.50/Kg;18000;Vihiga;2022-12-08
Dry Maize;White Maize;-;-;Mbale;57.78/Kg;74.26/Kg;14000;Vihiga;2022-12-08
Dry Maize;White Maize;-;-;Katito;71.11/Kg;80.95/Kg;3500;Kisumu;2022-12-08
Dry Maize;White Maize;-;-;Marigat;65.00/Kg;70.00/Kg;14000;Baringo;2022-12-08
Dry Maize;White Maize;-;-;Kiritiri;65.00/Kg;75.00/Kg;6990;Embu;2022-12-08
Dry Maize;Mixed-Traditional ;-;-;Kiritiri;65.00/Kg;75.00/Kg;6800;Embu;2022-12-08
Dry Maize;Mixed-Traditional ;-;-;Ahero;80.00/Kg;85.00/Kg;2500;Kisumu;2022-12-08
Dry Maize;White Maize;-;-;Ahero;80.00/Kg;85.00/Kg;4000;Kisumu;2022-12-08
Dry Maize;Mixed-Traditional ;-;-;Mabera; - ;80.00/Kg;6400;Migori;2022-12-08
Dry Maize;White Maize;-;-;Kitale Municipality Market;57.78/Kg;70.00/Kg;450;Trans-Nzoia;2022-12-08
Dry Maize;White Maize;-;-;Flax;52.00/Kg;56.00/Kg;360;Elgeyo-Marakwet;2022-12-08
Dry Maize;Yellow Maize;-;-;Nyamakima;100.00/Kg;120.00/Kg;;Nairobi;2022-12-08
Dry Maize;White Maize;-;-;Nyamakima;70.00/Kg;90.00/Kg;;Nairobi;2022-12-08
Dry Maize;-;-;-;Nyamakima;172.00/Kg;200.00/Kg;;Nairobi;2022-12-08
Dry Maize;White Maize;-;-;Maua;64.44/Kg;70.00/Kg;14400;Meru;2022-12-08
Dry Maize;White Maize;-;-;Aram;61.11/Kg;69.22/Kg;31500;Siaya;2022-12-08
Dry Maize;White Maize;-;-;Chepareria;55.00/Kg;56.00/Kg;432000;West-Pokot;2022-12-08
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;70.00/Kg;80.00/Kg;630;Nakuru;2022-12-08
Dry Maize;White Maize;-;-;Nakuru Wakulima;60.00/Kg;65.00/Kg;2700;Nakuru;2022-12-08
Dry Maize;White Maize;-;-;Eldama Ravine;50.00/Kg;60.00/Kg;700;Baringo;2022-12-08
Dry Maize;White Maize;-;-;Kutus;64.44/Kg;76.92/Kg;0;Kirinyaga;2022-12-08
Dry Maize;White Maize;-;-;Nyeri open air;61.11/Kg;75.00/Kg;5400;Nyeri;2022-12-08
Dry Maize;White Maize;-;-;Emali Market;66.67/Kg;75.00/Kg;10800;Makueni;2022-12-08
Dry Maize;Mixed-Traditional ;-;-;Kinango;50.00/Kg;60.00/Kg;1500;Kwale;2022-12-08
Dry Maize;White Maize;-;-;Ndhiwa;75.00/Kg;80.00/Kg;3000;Homa-bay;2022-12-08
Dry Maize;White Maize;-;-;Eldoret Main;50.00/Kg;60.00/Kg;7000;Uasin-Gishu;2022-12-08
Dry Maize;White Maize;-;-;Garissa Soko Mugdi;80.00/Kg;90.00/Kg;10000;Garissa;2022-12-08
Dry Maize;White Maize;-;-;Mbita;75.56/Kg;90.00/Kg;8000;Homa-bay;2022-12-08
Dry Maize;Mixed-Traditional ;-;-;Mpeketoni;60.00/Kg;65.00/Kg;2800;Lamu;2022-12-08
Dry Maize;Mixed-Traditional ;-;-;Kawangware;59.09/Kg;67.27/Kg;10000;Nairobi;2022-12-08
Dry Maize;Yellow Maize;-;-;Kangemi Market;77.78/Kg; - ;;Nairobi;2022-12-08
Dry Maize;White Maize;-;-;Kangemi Market;66.67/Kg;75.00/Kg;;Nairobi;2022-12-08
Dry Maize;White Maize;-;-;Kamukuywa;62.22/Kg;75.00/Kg;18000;Bungoma;2022-12-07
Dry Maize;White Maize;-;-;Majengo Vihiga;74.29/Kg;74.63/Kg;10000;Vihiga;2022-12-07
Dry Maize;White Maize;-;-;Ngurubani Market;70.00/Kg;90.00/Kg;5000;Kirinyaga;2022-12-07
Dry Maize;Mixed-Traditional ;-;-;Kangemi Market;66.67/Kg; - ;;Nairobi;2022-12-07
Dry Maize;White Maize;-;-;Kipsitet;53.00/Kg;66.00/Kg;5400;Kericho;2022-12-07
Dry Maize;White Maize;-;-;Homabay Soko Mjinga;80.00/Kg;90.00/Kg;100;Homa-bay;2022-12-07
Dry Maize;White Maize;-;-;Homabay Soko Mjinga;80.00/Kg;90.00/Kg;1200;Homa-bay;2022-12-07
Dry Maize;White Maize;-;-;Nyamakima;70.00/Kg;90.00/Kg;;Nairobi;2022-12-07
Dry Maize;White Maize;-;-;Kapkatet;61.11/Kg;66.67/Kg;73000;Kericho;2022-12-07
Dry Maize;Yellow Maize;-;-;Nyamakima;100.00/Kg;120.00/Kg;;Nairobi;2022-12-07
Dry Maize;White Maize;-;-;Mowlem Market;57.78/Kg;50.00/Kg;6300;Trans-Nzoia;2022-12-07
Dry Maize;White Maize;-;-;Soko mpya;66.67/Kg;66.67/Kg;1050;Nyandarua;2022-12-07
Dry Maize;White Maize;-;-;Mwingi Town;64.44/Kg;65.00/Kg;2700;Kitui;2022-12-07
Dry Maize;White Maize;-;-;Serem - Nandi;56.25/Kg;60.42/Kg;20000;Nandi;2022-12-07
Dry Maize;White Maize;-;-;Eldoret Main;55.00/Kg;70.00/Kg;6300;Uasin-Gishu;2022-12-07
Dry Maize;White Maize;-;-;Kangeta;65.00/Kg;70.00/Kg;1350;Meru;2022-12-07
Dry Maize;White Maize;-;-;Kapsowar;54.44/Kg;70.00/Kg;2180;Elgeyo-Marakwet;2022-12-07
Dry Maize;Mixed-Traditional ;-;-;Kawangware;54.55/Kg;65.45/Kg;11000;Nairobi;2022-12-07
Dry Maize;Mixed-Traditional ;-;-;Kajiado Market;68.89/Kg;90.00/Kg;7000;Kajiado;2022-12-07
Dry Maize;White Maize;-;-;Amoni;65.00/Kg;85.00/Kg;500;Busia;2022-12-07
Dry Maize;Mixed-Traditional ;-;-;Akala;6.67/Kg;80.00/Kg;4500;Siaya;2022-12-07
Dry Maize;White Maize;-;-;Embu Town;64.44/Kg;80.00/Kg;15000;Embu;2022-12-07
Dry Maize;White Maize;-;-;Cheptiret - Uasin Gishu;70.00/Kg;80.00/Kg;5000;Uasin-Gishu;2022-12-07
Dry Maize;White Maize;-;-;Kathwana;63.33/Kg;80.00/Kg;2160;Tharaka-Nithi;2022-12-07
Dry Maize;White Maize;-;-;Ugunja;58.89/Kg;75.00/Kg;5400;Siaya;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;57.78/Kg;70.00/Kg;3000;Trans-Nzoia;2022-12-06
Dry Maize;White Maize;-;-;Naivasha Market;70.00/Kg;80.00/Kg;;Nakuru;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Orolwo;50.00/Kg;60.00/Kg;1200;West-Pokot;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Kapkwen;62.22/Kg;70.83/Kg;150000;Bomet;2022-12-06
Dry Maize;White Maize;-;-;Malindi Old Market;30.00/Kg;60.00/Kg;100;Kilifi;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Tala Centre Market;64.44/Kg;80.00/Kg;6500;Machakos;2022-12-06
Dry Maize;White Maize;-;-;Chumvini Livestock Market;46.82/Kg;58.89/Kg;16000;Taita-Taveta;2022-12-06
Dry Maize;White Maize;-;-;Cheptulu; - ;70.00/Kg;1700;Vihiga;2022-12-06
Dry Maize;Yellow Maize;-;-;Nyamakima;100.00/Kg;120.00/Kg;;Nairobi;2022-12-06
Dry Maize;-;-;-;Nyamakima;172.00/Kg;200.00/Kg;;Nairobi;2022-12-06
Dry Maize;White Maize;-;-;Nyamakima;70.00/Kg;90.00/Kg;;Nairobi;2022-12-06
Dry Maize;White Maize;-;-;Kapsabet Market;60.00/Kg;52.00/Kg;20000;Nandi;2022-12-06
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;70.00/Kg;80.00/Kg;;Nakuru;2022-12-06
Dry Maize;White Maize;-;-;Nakuru Wakulima;60.00/Kg;65.00/Kg;4050;Nakuru;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Nkubu;61.11/Kg;70.00/Kg;900;Meru;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Nunguni;72.22/Kg;85.00/Kg;36000;Makueni;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Chuka;62.22/Kg;90.00/Kg;1800;Tharaka-Nithi;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Langas;65.00/Kg;75.00/Kg;9000;Uasin-Gishu;2022-12-06
Dry Maize;White Maize;-;-;Eldoret Main;60.00/Kg;75.00/Kg;6300;Uasin-Gishu;2022-12-06
Dry Maize;Mixed-Traditional ;-;-;Kawangware;54.55/Kg;64.55/Kg;6000;Nairobi;2022-12-06
Dry Maize;White Maize;-;-;Kangemi Market;62.22/Kg;75.00/Kg;;Nairobi;2022-12-06
Dry Maize;White Maize;-;-;Luanda;58.89/Kg;62.50/Kg;22500;Vihiga;2022-12-05
Dry Maize;White Maize;-;-;Mois Bridge;57.78/Kg;75.00/Kg;450;Uasin-Gishu;2022-12-05
Dry Maize;White Maize;-;-;Majengo Vihiga;57.78/Kg;74.26/Kg;18000;Vihiga;2022-12-05
Dry Maize;White Maize;-;-;Rongo;68.00/Kg;71.43/Kg;5000;Migori;2022-12-05
Dry Maize;White Maize;-;-;Makutano West Pokot;52.00/Kg;60.00/Kg;;West-Pokot;2022-12-05
Dry Maize;-;-;-;Aram; - ;233.46/Kg;70;Siaya;2022-12-05
Dry Maize;White Maize;-;-;Aram;61.11/Kg;69.22/Kg;30600;Siaya;2022-12-05
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;57.78/Kg;70.00/Kg;450;Trans-Nzoia;2022-12-05
Dry Maize;Mixed-Traditional ;-;-;Chwele;57.78/Kg;60.00/Kg;21600;Bungoma;2022-12-05
Dry Maize;White Maize;-;-;Elwak Market;64.00/Kg;80.00/Kg;1350;Mandera;2022-12-05
Dry Maize;White Maize;-;-;Cheptulu; - ;70.00/Kg;1750;Vihiga;2022-12-05
Dry Maize;White Maize;-;-;Soko mpya;66.67/Kg;66.67/Kg;1380;Nyandarua;2022-12-05
Dry Maize;Mixed-Traditional ;-;-;Eldama Ravine;62.22/Kg;68.00/Kg;2000;Baringo;2022-12-05
Dry Maize;White Maize;-;-;Chepsonoi Market;72.22/Kg;75.00/Kg;36000;Nandi;2022-12-05
Dry Maize;White Maize;-;-;Nyakwere;63.33/Kg;70.83/Kg;22500;Homa-bay;2022-12-05
Dry Maize;White Maize;-;-;Kutus;62.22/Kg;74.69/Kg;0;Kirinyaga;2022-12-05
Dry Maize;White Maize;-;-;Kiritiri;65.00/Kg;75.00/Kg;7700;Embu;2022-12-05
Dry Maize;Mixed-Traditional ;-;-;Kiritiri;65.00/Kg;75.00/Kg;6090;Embu;2022-12-05
Dry Maize;White Maize;-;-;Busia Market;63.33/Kg;90.00/Kg;450;Busia;2022-12-05
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;70.00/Kg;80.00/Kg;2700;Nakuru;2022-12-05
Dry Maize;White Maize;-;-;Nakuru Wakulima;60.00/Kg;65.00/Kg;5400;Nakuru;2022-12-05
Dry Maize;Yellow Maize;-;-;Nyamakima;100.00/Kg;120.00/Kg;;Nairobi;2022-12-05
Dry Maize;White Maize;-;-;Nyamakima;70.00/Kg;90.00/Kg;;Nairobi;2022-12-05
Dry Maize;-;-;-;Nyamakima;172.00/Kg;200.00/Kg;;Nairobi;2022-12-05
Dry Maize;White Maize;-;-;Machakos Main Market;70.00/Kg;100.00/Kg;40000;Machakos;2022-12-05
Dry Maize;White Maize;-;-;Kagio;61.11/Kg;70.00/Kg;;Kirinyaga;2022-12-05
Dry Maize;White Maize;-;-;Marigat;65.00/Kg;70.00/Kg;14000;Baringo;2022-12-05
Dry Maize;Mixed-Traditional ;-;-;Kawangware;45.45/Kg;59.09/Kg;20000;Nairobi;2022-12-05
Dry Maize;White Maize;-;-;Eldoret Main;60.00/Kg;75.00/Kg;6000;Uasin-Gishu;2022-12-05
Dry Maize;White Maize;-;-;Garissa Soko Mugdi;75.00/Kg;90.00/Kg;20000;Garissa;2022-12-05
Dry Maize;White Maize;-;-;Kangemi Market;66.67/Kg; - ;;Nairobi;2022-12-05
Dry Maize;Mixed-Traditional ;-;-;Diani Market;70.00/Kg;80.00/Kg;2000;Kwale;2022-12-04
Dry Maize;White Maize;-;-;Kasuku;66.67/Kg;75.00/Kg;90;Nyandarua;2022-12-04
Dry Maize;Mixed-Traditional ;-;-;Mabera;72.00/Kg;80.00/Kg;3200;Migori;2022-12-04
Dry Maize;Mixed-Traditional ;-;-;Kawangware;54.55/Kg;65.45/Kg;1000;Nairobi;2022-12-04
Dry Maize;White Maize;-;-;Ikonge;64.44/Kg;75.00/Kg;34000;Nyamira;2022-12-04
Dry Maize;Mixed-Traditional ;-;-;Kiminini - Kitale;57.78/Kg;140.00/Kg;900;Trans-Nzoia;2022-12-04
Dry Maize;White Maize;-;-;Khayega;62.24/Kg;66.39/Kg;8500;Kakamega;2022-12-04
Dry Maize;White Maize;-;-;Muhoroni;75.00/Kg;85.00/Kg;2500;Kisumu;2022-12-04
