Commodity;Classification;Grade;Sex;Market;Wholesale;Retail;Supply Volume;County;Date
Dry Maize;Yellow Maize;-;-;Nyansiongo;1.56/Kg;70.83/Kg;13950;Nyamira;2023-11-07
Dry Maize;White Maize;-;-;Kapsabet Market;50.00/Kg;44.00/Kg;3000;Nandi;2023-11-07
Dry Maize;White Maize;-;-;Nyansiongo;45.00/Kg;54.17/Kg;35100;Nyamira;2023-11-07
Dry Maize;White Maize;-;-;Kangemi Market; - ;60.00/Kg;;Nairobi;2023-11-07
Dry Maize;Yellow Maize;-;-;Mabera;40.00/Kg;48.00/Kg;4800;Migori;2023-11-07
Dry Maize;White Maize;-;-;Mabera;40.00/Kg;48.00/Kg;4800;Migori;2023-11-07
Dry Maize;Mixed-Traditional ;-;-;Nkubu;55.56/Kg;60.00/Kg;720;Meru;2023-11-07
Dry Maize;Mixed-Traditional ;-;-;Soko Mjinga Wajir;60.00/Kg;80.00/Kg;2000;Wajir;2023-11-07
Dry Maize;White Maize;-;-;Nyamakima;55.56/Kg;80.00/Kg;;Nairobi;2023-11-07
Dry Maize;Mixed-Traditional ;-;-;Chuka;53.33/Kg;80.00/Kg;4500;Tharaka-Nithi;2023-11-07
Dry Maize;White Maize;-;-;Ngurubani Market;44.44/Kg;60.00/Kg;5000;Kirinyaga;2023-11-07
Dry Maize;White Maize;-;-;Marindi; - ;41.67/Kg;5400;Migori;2023-11-07
Dry Maize;White Maize;-;-;Molo; - ;4100.00/Kg;4300;Nakuru;2023-11-06
Dry Maize;White Maize;-;-;Ahero;65.00/Kg;70.00/Kg;7000;Kisumu;2023-11-06
Dry Maize;Yellow Maize;-;-;Mabera;40.00/Kg;48.00/Kg;4800;Migori;2023-11-06
Dry Maize;White Maize;-;-;Mabera;40.00/Kg;48.00/Kg;4800;Migori;2023-11-06
Dry Maize;Mixed-Traditional ;-;-;Mabera;40.00/Kg;48.00/Kg;4800;Migori;2023-11-06
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;60.00/Kg;65.00/Kg;2700;Trans-Nzoia;2023-11-06
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;70.00/Kg; - ;;Nakuru;2023-11-06
Dry Maize;White Maize;-;-;Nakuru Top Market;44.44/Kg; - ;;Nakuru;2023-11-06
Dry Maize;Mixed-Traditional ;-;-;Kutus;52.22/Kg;120.00/Kg;0;Kirinyaga;2023-11-06
Dry Maize;Yellow Maize;-;-;Nakuru Top Market; - ;70.00/Kg;;Nakuru;2023-11-06
Dry Maize;White Maize;-;-;Nakuru Top Market; - ;45.00/Kg;;Nakuru;2023-11-06
Dry Maize;White Maize;-;-;Kangemi Market; - ;160.00/Kg;;Nairobi;2023-11-06
Dry Maize;White Maize;-;-;Kangemi Market;52.22/Kg; - ;;Nairobi;2023-11-06
Dry Maize;White Maize;-;-;Gikomba;66.67/Kg;80.00/Kg;;Nairobi;2023-11-06
Dry Maize;White Maize;-;-;Katito;61.11/Kg;60.00/Kg;4500;Kisumu;2023-11-05
Dry Maize;Yellow Maize;-;-;Ikonge; - ;72.00/Kg;360;Nyamira;2023-11-05
Dry Maize;White Maize;-;-;Ikonge;40.00/Kg;52.00/Kg;18000;Nyamira;2023-11-05
Dry Maize;White Maize;-;-;Makutano Kirinyaga;44.44/Kg;60.00/Kg;6000;Kirinyaga;2023-11-04
Dry Maize;White Maize;-;-;Isebania Market; - ;44.00/Kg;4500;Migori;2023-11-04
Dry Maize;White Maize;-;-;Cheptulu; - ;55.00/Kg;1900;Vihiga;2023-11-04
Dry Maize;White Maize;-;-;Kapsabet Market;42.22/Kg;48.00/Kg;5000;Nandi;2023-11-04
Dry Maize;White Maize;-;-;Ngurubani Market;44.44/Kg;60.00/Kg;5000;Kirinyaga;2023-11-04
Dry Maize;White Maize;-;-;Marindi; - ;41.67/Kg;13500;Migori;2023-11-03
Dry Maize;White Maize;-;-;Cheptulu; - ;55.00/Kg;3500;Vihiga;2023-11-03
Dry Maize;White Maize;-;-;Keroka;45.56/Kg;64.68/Kg;12500;Nyamira;2023-11-03
Dry Maize;Mixed-Traditional ;-;-;Chwele;40.00/Kg;40.00/Kg;3600;Bungoma;2023-11-03
Dry Maize;Yellow Maize;-;-;Nakuru Top Market; - ;75.00/Kg;;Nakuru;2023-11-03
Dry Maize;White Maize;-;-;Nakuru Top Market; - ;45.00/Kg;;Nakuru;2023-11-03
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;70.00/Kg; - ;;Nakuru;2023-11-03
Dry Maize;White Maize;-;-;Nakuru Top Market;44.44/Kg; - ;;Nakuru;2023-11-03
Dry Maize;White Maize;-;-;Chepsonoi Market;57.78/Kg;120.00/Kg;8500;Nandi;2023-11-03
Dry Maize;White Maize;-;-;Rongo;35.43/Kg;39.37/Kg;1500;Migori;2023-11-03
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;4500;Nakuru;2023-11-03
Dry Maize;White Maize;-;-;Kangeta;60.00/Kg;65.00/Kg;1700;Meru;2023-11-03
Dry Maize;White Maize;-;-;Emali Market;70.00/Kg;85.00/Kg;6660;Makueni;2023-11-03
Dry Maize;Mixed-Traditional ;-;-;Chuka;53.33/Kg;70.00/Kg;4500;Tharaka-Nithi;2023-11-03
Dry Maize;White Maize;-;-;Luanda;44.44/Kg;54.17/Kg;24300;Vihiga;2023-11-02
Dry Maize;White Maize;-;-;Kerugoya;50.00/Kg;60.00/Kg;4500;Kirinyaga;2023-11-02
Dry Maize;White Maize;-;-;Kebirigo;50.00/Kg;70.00/Kg;90;Nyamira;2023-11-02
Dry Maize;Mixed-Traditional ;-;-;Kebirigo;75.00/Kg;85.00/Kg;90;Nyamira;2023-11-02
Dry Maize;White Maize;-;-;Kericho Town;60.00/Kg;65.00/Kg;;Kericho;2023-11-02
Dry Maize;White Maize;-;-;Kitale Municipality Market;60.00/Kg;65.00/Kg;900;Trans-Nzoia;2023-11-02
Dry Maize;White Maize;-;-;Tseikuru;53.33/Kg;60.00/Kg;20000;Kitui;2023-11-02
Dry Maize;White Maize;-;-;Kangemi Market;52.22/Kg; - ;;Nairobi;2023-11-02
Dry Maize;White Maize;-;-;Kangemi Market;52.22/Kg; - ;;Nairobi;2023-11-02
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;70.00/Kg; - ;;Nakuru;2023-11-02
Dry Maize;White Maize;-;-;Nakuru Top Market;44.44/Kg; - ;;Nakuru;2023-11-02
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;75.00/Kg; - ;;Nakuru;2023-11-02
Dry Maize;White Maize;-;-;Nakuru Top Market;50.00/Kg; - ;;Nakuru;2023-11-02
Dry Maize;Mixed-Traditional ;-;-;Langas;40.00/Kg;44.44/Kg;3600;Uasin-Gishu;2023-11-02
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;3200;Nakuru;2023-11-02
Dry Maize;White Maize;-;-;Kutus;52.22/Kg;60.00/Kg;0;Kirinyaga;2023-11-02
Dry Maize;White Maize;-;-;Serem - Nandi;41.67/Kg;50.00/Kg;17000;Nandi;2023-11-01
Dry Maize;White Maize;-;-;Webuye town;44.44/Kg;48.89/Kg;34000;Bungoma;2023-11-01
Dry Maize;White Maize;-;-;Suneka;54.17/Kg;58.33/Kg;9000;Kisii;2023-11-01
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;42.22/Kg;65.00/Kg;20000;Trans-Nzoia;2023-11-01
Dry Maize;White Maize;-;-;Nakuru Top Market;44.44/Kg; - ;;Nakuru;2023-11-01
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;70.00/Kg; - ;;Nakuru;2023-11-01
Dry Maize;White Maize;-;-;Nakuru Top Market;70.00/Kg; - ;;Nakuru;2023-11-01
Dry Maize;White Maize;-;-;Makutano Kirinyaga;40.00/Kg;60.00/Kg;5000;Kirinyaga;2023-11-01
Dry Maize;White Maize;-;-;Rongo;35.56/Kg;39.51/Kg;1650;Migori;2023-11-01
Dry Maize;White Maize;-;-;Embu Town;55.56/Kg;75.00/Kg;4000;Embu;2023-11-01
Dry Maize;White Maize;-;-;Molo; - ;4100.00/Kg;4300;Nakuru;2023-11-01
Dry Maize;White Maize;-;-;Eldoret Main;50.00/Kg;60.00/Kg;5000;Uasin-Gishu;2023-11-01
Dry Maize;White Maize;-;-;Ngurubani Market;44.44/Kg;70.00/Kg;4500;Kirinyaga;2023-10-31
Dry Maize;White Maize;-;-;Marindi;40.00/Kg;41.67/Kg;6570;Migori;2023-10-31
Dry Maize;White Maize;-;-;Kapsabet Market;44.44/Kg;44.00/Kg;3000;Nandi;2023-10-31
Dry Maize;White Maize;-;-;Ahero;70.00/Kg;75.00/Kg;7000;Kisumu;2023-10-31
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;5200;Nakuru;2023-10-31
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;75.00/Kg; - ;;Nakuru;2023-10-31
Dry Maize;White Maize;-;-;Nakuru Top Market;50.00/Kg; - ;;Nakuru;2023-10-31
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;70.00/Kg; - ;;Nakuru;2023-10-31
Dry Maize;White Maize;-;-;Nakuru Top Market;44.44/Kg; - ;;Nakuru;2023-10-31
Dry Maize;Mixed-Traditional ;-;-;Nkubu;55.56/Kg;60.00/Kg;720;Meru;2023-10-31
Dry Maize;White Maize;-;-;Maua;61.11/Kg;70.00/Kg;10800;Meru;2023-10-31
Dry Maize;Mixed-Traditional ;-;-;Chuka;53.33/Kg;70.00/Kg;4500;Tharaka-Nithi;2023-10-31
Dry Maize;Mixed-Traditional ;-;-;Bondeni;45.00/Kg;55.00/Kg;360;Trans-Nzoia;2023-10-31
Dry Maize;White Maize;-;-;Kerugoya;45.00/Kg;60.00/Kg;4500;Kirinyaga;2023-10-30
Dry Maize;White Maize;-;-;Cheptulu; - ;55.00/Kg;2900;Vihiga;2023-10-30
Dry Maize;White Maize;-;-;Chepsonoi Market;61.11/Kg;60.00/Kg;23500;Nandi;2023-10-30
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;110.00/Kg;130.00/Kg;1800;Trans-Nzoia;2023-10-30
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;70.00/Kg; - ;;Nakuru;2023-10-30
Dry Maize;White Maize;-;-;Nakuru Top Market;46.67/Kg; - ;;Nakuru;2023-10-30
Dry Maize;White Maize;-;-;Busia Market;50.00/Kg;60.00/Kg;360;Busia;2023-10-30
Dry Maize;White Maize;-;-;Kutus;46.67/Kg;50.00/Kg;3600;Kirinyaga;2023-10-30
Dry Maize;Mixed-Traditional ;-;-;Othaya;53.33/Kg;65.00/Kg;6300;Nyeri;2023-10-30
Dry Maize;White Maize;-;-;Kibiok;36.00/Kg;40.00/Kg;3000;Nandi;2023-10-29
Dry Maize;White Maize;-;-;Isebania Market; - ;48.00/Kg;8000;Migori;2023-10-28
Dry Maize;White Maize;-;-;Molo; - ;4100.00/Kg;4300;Nakuru;2023-10-28
Dry Maize;White Maize;-;-;Embu Town;55.56/Kg;75.00/Kg;3000;Embu;2023-10-28
Dry Maize;White Maize;-;-;Makutano Kirinyaga;40.00/Kg;60.00/Kg;5000;Kirinyaga;2023-10-28
Dry Maize;White Maize;-;-;Ngurubani Market;44.44/Kg;70.00/Kg;5000;Kirinyaga;2023-10-27
Dry Maize;White Maize;-;-;Cheptulu; - ;55.00/Kg;3200;Vihiga;2023-10-27
Dry Maize;White Maize;-;-;Kerugoya;50.00/Kg;65.00/Kg;4500;Kirinyaga;2023-10-27
Dry Maize;Mixed-Traditional ;-;-;Gakoromone;60.00/Kg;65.00/Kg;4000;Meru;2023-10-27
Dry Maize;White Maize;-;-;Nakuru Wakulima;46.67/Kg; - ;4500;Nakuru;2023-10-27
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;5400;Nakuru;2023-10-27
Dry Maize;White Maize;-;-;Emali Market;65.00/Kg;70.00/Kg;3600;Makueni;2023-10-27
Dry Maize;Mixed-Traditional ;-;-;Chuka;53.33/Kg;70.00/Kg;4500;Tharaka-Nithi;2023-10-27
Dry Maize;Yellow Maize;-;-;Gikomba;92.22/Kg;115.00/Kg;;Nairobi;2023-10-27
Dry Maize;White Maize;-;-;Gikomba;66.67/Kg;75.00/Kg;;Nairobi;2023-10-27
Dry Maize;Mixed-Traditional ;-;-;Rongo;35.70/Kg;39.67/Kg;1300;Migori;2023-10-27
Dry Maize;White Maize;-;-;Chepsonoi Market;62.22/Kg;75.00/Kg;18250;Nandi;2023-10-27
Dry Maize;White Maize;-;-;Kangemi Market;52.22/Kg; - ;;Nairobi;2023-10-27
Dry Maize;Mixed-Traditional ;-;-;Lungalunga;50.00/Kg;55.00/Kg;200000;Kwale;2023-10-27
Dry Maize;White Maize;-;-;Luanda;46.67/Kg;54.17/Kg;36000;Vihiga;2023-10-26
Dry Maize;White Maize;-;-;Keroka;45.56/Kg;64.36/Kg;45800;Nyamira;2023-10-26
Dry Maize;White Maize;-;-;Kebirigo;47.78/Kg;70.00/Kg;18000;Nyamira;2023-10-26
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;6700;Nakuru;2023-10-26
Dry Maize;White Maize;-;-;Kericho Town;60.00/Kg;65.00/Kg;;Kericho;2023-10-26
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;70.00/Kg; - ;630;Nakuru;2023-10-26
Dry Maize;White Maize;-;-;Nakuru Wakulima;46.67/Kg; - ;;Nakuru;2023-10-26
Dry Maize;White Maize;-;-;Nyamakima;58.89/Kg;100.00/Kg;;Nairobi;2023-10-26
Dry Maize;Mixed-Traditional ;-;-;Langas;30.00/Kg;50.00/Kg;3200;Uasin-Gishu;2023-10-26
Dry Maize;Yellow Maize;-;-;Gikomba;94.44/Kg;110.00/Kg;;Nairobi;2023-10-26
Dry Maize;White Maize;-;-;Gikomba;66.67/Kg;75.00/Kg;;Nairobi;2023-10-26
Dry Maize;White Maize;-;-;Katito;61.11/Kg;60.00/Kg;6500;Kisumu;2023-10-25
Dry Maize;White Maize;-;-;Cheptulu; - ;55.00/Kg;2100;Vihiga;2023-10-25
Dry Maize;White Maize;-;-;Suneka;43.33/Kg;58.33/Kg;7680;Kisii;2023-10-25
Dry Maize;White Maize;-;-;Miruka;44.44/Kg;60.00/Kg;36000;Nyamira;2023-10-25
Dry Maize;Yellow Maize;-;-;Miruka; - ;65.00/Kg;540;Nyamira;2023-10-25
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;75.00/Kg; - ;;Nakuru;2023-10-25
Dry Maize;White Maize;-;-;Nakuru Top Market;50.00/Kg; - ;;Nakuru;2023-10-25
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;100.00/Kg;120.00/Kg;450;Trans-Nzoia;2023-10-25
Dry Maize;White Maize;-;-;Makutano Kirinyaga;44.44/Kg;60.00/Kg;6000;Kirinyaga;2023-10-25
Dry Maize;White Maize;-;-;Kangeta;60.00/Kg;65.00/Kg;1700;Meru;2023-10-25
Dry Maize;Mixed-Traditional ;-;-;Embu Town;53.33/Kg;75.00/Kg;2000;Embu;2023-10-25
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;6500;Nakuru;2023-10-25
Dry Maize;White Maize;-;-;Nyamakima;58.89/Kg;100.00/Kg;;Nairobi;2023-10-25
Dry Maize;Mixed-Traditional ;-;-;Rongo;35.56/Kg;39.51/Kg;2000;Migori;2023-10-25
Dry Maize;White Maize;-;-;Kathonzweni;55.00/Kg;60.00/Kg;13900;Makueni;2023-10-24
Dry Maize;White Maize;-;-;Ngurubani Market;50.00/Kg;70.00/Kg;5000;Kirinyaga;2023-10-24
Dry Maize;White Maize;-;-;Karatina;66.67/Kg;80.00/Kg;1050;Nyeri;2023-10-24
Dry Maize;Mixed-Traditional ;-;-;Kabiyet Market;37.78/Kg;45.00/Kg;18000;Nandi;2023-10-24
Dry Maize;White Maize;-;-;Isebania Market; - ;48.00/Kg;5000;Migori;2023-10-24
Dry Maize;White Maize;-;-;Ahero;60.00/Kg;65.00/Kg;6000;Kisumu;2023-10-24
Dry Maize;White Maize;-;-;Kapsabet Market;44.44/Kg;48.00/Kg;3000;Nandi;2023-10-24
Dry Maize;Mixed-Traditional ;-;-;Soko Mjinga Wajir;60.00/Kg;80.00/Kg;1750;Wajir;2023-10-24
Dry Maize;Mixed-Traditional ;-;-;Nkubu;55.56/Kg;60.00/Kg;900;Meru;2023-10-24
Dry Maize;White Maize;-;-;Bahati;180.00/Kg;180.00/Kg;180;Nakuru;2023-10-24
Dry Maize;White Maize;-;-;Nakuru Wakulima;46.67/Kg; - ;3600;Nakuru;2023-10-24
Dry Maize;White Maize;-;-;Maua;61.11/Kg;70.00/Kg;12600;Meru;2023-10-24
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;6700;Nakuru;2023-10-24
Dry Maize;Mixed-Traditional ;-;-;Chuka;53.33/Kg;70.00/Kg;4500;Tharaka-Nithi;2023-10-24
Dry Maize;White Maize;-;-;Eldoret Main;55.00/Kg;60.00/Kg;6300;Uasin-Gishu;2023-10-24
Dry Maize;White Maize;-;-;Kerugoya;50.00/Kg;60.00/Kg;4500;Kirinyaga;2023-10-23
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;70.00/Kg; - ;;Nakuru;2023-10-23
Dry Maize;Mixed-Traditional ;-;-;Nakuru Wakulima;47.78/Kg; - ;;Nakuru;2023-10-23
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;60.00/Kg;60.00/Kg;1800;Trans-Nzoia;2023-10-23
Dry Maize;White Maize;-;-;Chepsonoi Market;51.67/Kg;75.00/Kg;10200;Nandi;2023-10-23
Dry Maize;White Maize;-;-;Busia Market;46.11/Kg;55.00/Kg;630;Busia;2023-10-23
Dry Maize;White Maize;-;-;Nyamakima;58.89/Kg;100.00/Kg;;Nairobi;2023-10-23
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;6500;Nakuru;2023-10-23
Dry Maize;Yellow Maize;-;-;Gikomba;94.44/Kg;115.00/Kg;;Nairobi;2023-10-23
Dry Maize;White Maize;-;-;Gikomba;66.67/Kg;75.00/Kg;;Nairobi;2023-10-23
Dry Maize;Mixed-Traditional ;-;-;Othaya;55.56/Kg;65.00/Kg;6300;Nyeri;2023-10-23
Dry Maize;Mixed-Traditional ;-;-;Rongo;31.73/Kg;39.67/Kg;3200;Migori;2023-10-23
Dry Maize;Mixed-Traditional ;-;-;Kagio;50.00/Kg;70.00/Kg;;Kirinyaga;2023-10-23
Dry Maize;Mixed-Traditional ;-;-;Kabati Kitui;50.00/Kg;60.00/Kg;6300;Kitui;2023-10-23
Dry Maize;White Maize;-;-;Kangemi Market;52.22/Kg; - ;;Nairobi;2023-10-23
Dry Maize;White Maize;-;-;Eldoret Main;50.00/Kg;55.00/Kg;5000;Uasin-Gishu;2023-10-23
Dry Maize;White Maize;-;-;Ikonge;43.33/Kg;52.00/Kg;32000;Nyamira;2023-10-22
Dry Maize;White Maize;-;-;Kibiok;40.00/Kg;44.44/Kg;5000;Nandi;2023-10-22
Dry Maize;White Maize;-;-;Isebania Market; - ;50.00/Kg;8000;Migori;2023-10-21
Dry Maize;Yellow Maize;-;-;Mabera;40.00/Kg;48.00/Kg;4800;Migori;2023-10-21
Dry Maize;White Maize;-;-;Mabera;40.00/Kg;48.00/Kg;4800;Migori;2023-10-21
Dry Maize;White Maize;-;-;Molo; - ;45.56/Kg;5700;Nakuru;2023-10-21
Dry Maize;White Maize;-;-;Embu Town;53.33/Kg;75.00/Kg;4000;Embu;2023-10-21
Dry Maize;White Maize;-;-;Serem - Vihiga;4100.00/Kg;52.17/Kg;9000;Vihiga;2023-10-21
Dry Maize;White Maize;-;-;Ngurubani Market;44.44/Kg;60.00/Kg;3500;Kirinyaga;2023-10-20
Dry Maize;Mixed-Traditional ;-;-;Marindi;53.33/Kg;50.00/Kg;11700;Migori;2023-10-20
Dry Maize;White Maize;-;-;Makutano Kirinyaga;40.00/Kg;60.00/Kg;5000;Kirinyaga;2023-10-20
Dry Maize;White Maize;-;-;Cheptulu; - ;55.00/Kg;3500;Vihiga;2023-10-20
Dry Maize;White Maize;-;-;Emali Market;70.00/Kg;80.00/Kg;18900;Makueni;2023-10-20
Dry Maize;White Maize;-;-;Keroka;45.56/Kg;64.04/Kg;45200;Nyamira;2023-10-19
Dry Maize;White Maize;-;-;Molo; - ;4100.00/Kg;7600;Nakuru;2023-10-19
Dry Maize;White Maize;-;-;Kabati Kitui;60.00/Kg;60.00/Kg;16830;Kitui;2023-10-19
Dry Maize;White Maize;-;-;Kericho Town;60.00/Kg;70.00/Kg;;Kericho;2023-10-19
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;70.00/Kg; - ;;Nakuru;2023-10-19
Dry Maize;White Maize;-;-;Nakuru Wakulima;50.00/Kg; - ;;Nakuru;2023-10-19
Dry Maize;Yellow Maize;-;-;Nakuru Top Market;75.00/Kg; - ;;Nakuru;2023-10-19
